Player,Rk,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_2,Ast_2,G+A_2,G-PK_2,G+A-PK,xG_2,xAG_2,xG+xAG,npxG_2,npxG+xAG_2,Matches
Orel Mangala,321,beBEL,MF,Everton,27-037,1998,19,14,"1,261",14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.00,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches
Oscar Bobb,60,noNOR,FW,Manchester City,21-286,2003,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.00,0.44,Matches
Pablo Sarabia,448,esESP,"MF,FW",Wolves,32-348,1992,19,6,676,7.5,3,2,5,3,0,0,3,0,2.8,2.8,1.6,4.4,12,47,49,0.40,0.27,0.67,0.40,0.67,0.37,0.22,0.59,0.37,0.59,Matches
Pape Matar Sarr,328,snSEN,MF,Tottenham,22-222,2002,31,18,"1,591",17.7,3,2,5,3,0,0,6,0,3.3,3.3,1.5,4.8,29,79,50,0.17,0.11,0.28,0.17,0.28,0.18,0.09,0.27,0.18,0.27,Matches
Patrick Dorgu,143,dkDEN,DF,Manchester Utd,20-180,2004,7,6,496,5.5,0,0,0,0,0,0,2,1,0.4,0.4,0.4,0.8,21,20,44,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
Patson Daka,116,zmZAM,"FW,MF",Leicester City,26-197,1998,20,5,647,7.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,9,8,33,0.14,0.00,0.14,0.14,0.14,0.17,0.01,0.18,0.17,0.18,Matches
Pau Torres,510,esESP,DF,Aston Villa,28-098,1997,20,20,"1,729",19.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,33,74,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Paul Onuachu,392,ngNGA,FW,Southampton,30-331,1994,23,11,984,10.9,4,1,5,4,0,0,4,0,3.3,3.3,0.5,3.8,7,12,39,0.37,0.09,0.46,0.37,0.46,0.30,0.04,0.35,0.30,0.35,Matches
Pedro Lima,303,brBRA,DF,Wolves,18-297,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,Matches
Pedro Neto,374,ptPOR,FW,Chelsea,25-046,2000,30,19,"1,833",20.4,4,4,8,4,0,0,8,0,2.8,2.8,5.4,8.2,106,52,216,0.20,0.20,0.39,0.20,0.39,0.14,0.26,0.40,0.14,0.40,Matches
Pedro Porro,415,esESP,DF,Tottenham,25-223,1999,31,26,"2,463",27.4,2,6,8,2,0,0,4,0,1.5,1.5,4.0,5.5,63,147,106,0.07,0.22,0.29,0.07,0.29,0.06,0.15,0.20,0.06,0.20,Matches
Pervis Estupiñán,167,ecECU,DF,Brighton,27-093,1998,26,22,"2,042",22.7,1,1,2,1,0,0,5,0,0.7,0.7,2.1,2.8,53,101,101,0.04,0.04,0.09,0.04,0.09,0.03,0.09,0.12,0.03,0.12,Matches
Phil Foden,182,engENG,"MF,FW",Manchester City,24-331,2000,25,19,"1,686",18.7,7,2,9,7,0,0,2,0,5.1,5.1,4.7,9.8,47,95,119,0.37,0.11,0.48,0.37,0.48,0.27,0.25,0.52,0.27,0.52,Matches
Philip Billing,58,dkDEN,MF,Bournemouth,28-317,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.00,0.00,0.00,0.00,0.00,0.28,0.54,0.82,0.28,0.82,Matches
Radu Drăgușin,149,roROU,DF,Tottenham,23-080,2002,16,14,"1,252",13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
Raheem Sterling,484,engENG,"FW,MF",Arsenal,30-137,1994,15,6,432,4.8,0,2,2,0,0,0,1,0,1.3,1.3,0.5,1.8,25,17,71,0.00,0.42,0.42,0.00,0.42,0.27,0.10,0.37,0.27,0.37,Matches
Ramón Sosa,477,pyPAR,"FW,MF",Nott'ham Forest,25-236,1999,17,1,264,2.9,1,0,1,1,0,0,1,0,0.9,0.9,0.5,1.4,12,4,15,0.34,0.00,0.34,0.34,0.34,0.32,0.17,0.49,0.32,0.49,Matches
Rasmus Højlund,243,dkDEN,FW,Manchester Utd,22-079,2003,28,19,"1,654",18.4,3,0,3,3,0,0,2,0,3.4,3.4,1.2,4.5,26,16,82,0.16,0.00,0.16,0.16,0.16,0.18,0.06,0.25,0.18,0.25,Matches
Rayan Aït-Nouri,9,dzALG,DF,Wolves,23-322,2001,32,32,"2,699",30.0,4,6,10,4,0,0,7,1,2.3,2.3,4.4,6.7,70,96,150,0.13,0.20,0.33,0.13,0.33,0.08,0.15,0.22,0.08,0.22,Matches
Raúl Jiménez,257,mxMEX,FW,Fulham,33-354,1991,33,25,"2,044",22.7,10,3,13,7,3,3,3,0,10.4,8.1,2.9,11.0,31,51,113,0.44,0.13,0.57,0.31,0.44,0.46,0.13,0.59,0.36,0.48,Matches
Reece James,251,engENG,"DF,MF",Chelsea,25-137,1999,14,10,811,9.0,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6,50,9,0.11,0.00,0.11,0.11,0.11,0.03,0.06,0.09,0.03,0.09,Matches
Reiss Nelson,371,engENG,FW,Arsenal,25-135,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Remy Rees-Dottin,424,engENG,FW,Bournemouth,19-049,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Renato Veiga,526,ptPOR,"DF,MF",Chelsea,21-269,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
Ricardo Pereira,406,ptPOR,DF,Leicester City,31-200,1993,7,3,297,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,13,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Riccardo Calafiori,82,itITA,DF,Arsenal,22-340,2002,17,11,925,10.3,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,21,54,29,0.19,0.10,0.29,0.19,0.29,0.08,0.03,0.11,0.08,0.11,Matches
Richarlison,431,brBRA,FW,Tottenham,27-349,1997,11,3,385,4.3,4,1,5,4,0,0,1,0,3.6,3.6,0.9,4.5,8,10,18,0.94,0.23,1.17,0.94,1.17,0.83,0.21,1.04,0.83,1.04,Matches
Rico Henry,232,engENG,DF,Brentford,27-290,1997,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rico Lewis,299,engENG,"DF,MF",Manchester City,20-154,2004,26,20,"1,810",20.1,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,36,103,68,0.05,0.10,0.15,0.05,0.15,0.07,0.02,0.08,0.07,0.08,Matches
Robert Sánchez,445,esESP,GK,Chelsea,27-157,1997,27,27,"2,430",27.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Robin Olsen,389,seSWE,GK,Aston Villa,35-106,1990,3,1,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rodri,435,esESP,MF,Manchester City,28-306,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
Rodrigo Bentancur,52,uyURU,MF,Tottenham,27-303,1997,23,19,"1,518",16.9,2,0,2,2,0,0,7,0,1.3,1.3,0.4,1.7,26,99,34,0.12,0.00,0.12,0.12,0.12,0.08,0.03,0.10,0.08,0.10,Matches
Rodrigo Gomes,201,ptPOR,"DF,FW",Wolves,21-291,2003,20,6,633,7.0,1,0,1,1,0,0,0,0,0.4,0.4,0.8,1.2,21,24,62,0.14,0.00,0.14,0.14,0.14,0.05,0.12,0.17,0.05,0.17,Matches
Rodrigo Muniz,362,brBRA,FW,Fulham,23-355,2001,31,8,964,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,Matches
Romain Esse,166,engENG,MF,Crystal Palace,19-346,2005,4,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.5,0,1,6,2.65,0.00,2.65,2.65,2.65,0.83,0.35,1.17,0.83,1.17,Matches
Roman Dixon,138,engENG,DF,Everton,20-119,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Roméo Lavia,295,beBEL,MF,Chelsea,21-108,2004,11,8,541,6.0,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,18,6,0.00,0.17,0.17,0.00,0.17,0.03,0.11,0.14,0.03,0.14,Matches
Ronnie Edwards,158,engENG,DF,Southampton,22-027,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ross Barkley,45,engENG,MF,Aston Villa,31-140,1993,17,3,563,6.3,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,33,9,0.48,0.16,0.64,0.48,0.64,0.27,0.10,0.37,0.27,0.37,Matches
Ross Stewart,485,sctSCO,"FW,MF",Southampton,28-287,1996,7,1,176,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
Ryan Christie,99,sctSCO,MF,Bournemouth,30-061,1995,29,27,"2,117",23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,Matches
Ryan Fraser,187,sctSCO,"FW,DF",Southampton,31-059,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
Ryan Gravenberch,207,nlNED,MF,Liverpool,22-343,2002,33,33,"2,831",31.5,0,3,3,0,0,0,5,0,1.0,1.0,2.8,3.8,62,160,54,0.00,0.10,0.10,0.00,0.10,0.03,0.09,0.12,0.03,0.12,Matches
Ryan Manning,322,ieIRL,"DF,MF",Southampton,28-314,1996,21,16,"1,279",14.2,0,0,0,0,0,0,2,0,0.3,0.3,2.7,3.1,12,31,68,0.00,0.00,0.00,0.00,0.00,0.02,0.19,0.21,0.02,0.21,Matches
Ryan Sessegnon,462,engENG,"FW,DF",Fulham,24-341,2000,11,4,324,3.6,3,2,5,3,0,0,0,0,1.2,1.2,0.6,1.8,9,4,26,0.83,0.56,1.39,0.83,1.39,0.34,0.17,0.51,0.34,0.51,Matches
Ryan Trevitt,515,engENG,MF,Brentford,22-043,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ryan Yates,561,engENG,MF,Nott'ham Forest,27-154,1997,30,17,"1,775",19.7,2,1,3,2,0,0,9,0,2.3,2.3,1.1,3.4,17,45,12,0.10,0.05,0.15,0.10,0.15,0.11,0.06,0.17,0.11,0.17,Matches
Rúben Dias,131,ptPOR,DF,Manchester City,27-345,1997,23,21,"1,911",21.2,0,0,0,0,0,0,4,0,1.4,1.4,0.3,1.6,34,120,6,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
Sam Johnstone,263,engENG,GK,Wolves,32-030,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Sam Morsy,356,egEGY,MF,Ipswich Town,33-226,1991,28,26,"2,329",25.9,1,1,2,1,0,0,9,0,0.3,0.3,0.8,1.1,14,101,9,0.04,0.04,0.08,0.04,0.08,0.01,0.03,0.04,0.01,0.04,Matches
Sammie Szmodics,492,ieIRL,"FW,MF",Ipswich Town,29-212,1995,19,13,979,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches
Samuel Amo-Ameyaw,21,engENG,"FW,DF",Southampton,18-280,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches
Samuel Edozie,157,engENG,"DF,FW",Southampton,22-086,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
Sander Berge,54,noNOR,MF,Fulham,27-069,1998,26,22,"1,972",21.9,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,25,105,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
Sandro Tonali,509,itITA,MF,Newcastle Utd,24-351,2000,31,23,"2,180",24.2,3,2,5,3,0,0,5,0,3.5,3.5,1.0,4.5,32,96,43,0.12,0.08,0.21,0.12,0.21,0.15,0.04,0.19,0.15,0.19,Matches
Santiago Bueno,73,uyURU,DF,Wolves,26-166,1998,26,18,"1,671",18.6,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,28,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
Saša Lukić,308,rsSRB,MF,Fulham,28-254,1996,26,25,"2,034",22.6,0,2,2,0,0,0,12,0,0.9,0.9,2.6,3.5,37,83,28,0.00,0.09,0.09,0.00,0.09,0.04,0.11,0.16,0.04,0.16,Matches
Scott McTominay,339,sctSCO,MF,Manchester Utd,28-137,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches
Sean Longstaff,307,engENG,MF,Newcastle Utd,27-176,1997,24,8,797,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
Sepp van den Berg,127,nlNED,DF,Brentford,23-125,2001,26,24,"2,136",23.7,0,0,0,0,0,0,2,0,1.4,1.4,0.2,1.6,8,66,27,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
Sergio Reguilón,425,esESP,DF,Tottenham,28-129,1996,3,0,123,1.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,12,10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
Shumaira Mheuka,343,engENG,MF,Chelsea,17-186,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,5.06,0.00,5.06,5.06,5.06,Matches
Simon Adingra,5,ciCIV,"FW,MF",Brighton,23-113,2002,24,8,826,9.2,2,1,3,2,0,0,0,0,2.2,2.2,1.7,3.9,30,14,105,0.22,0.11,0.33,0.22,0.33,0.23,0.19,0.42,0.23,0.42,Matches
Solly March,323,engENG,"FW,MF",Brighton,30-278,1994,7,0,106,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,2,1,14,0.00,0.00,0.00,0.00,0.00,0.06,0.23,0.29,0.06,0.29,Matches
Son Heung-min,234,krKOR,FW,Tottenham,32-290,1992,28,23,"2,004",22.3,7,9,16,6,1,2,1,0,7.0,5.4,8.2,13.7,87,104,259,0.31,0.40,0.72,0.27,0.67,0.31,0.37,0.68,0.24,0.61,Matches
Stefan Ortega,395,deGER,GK,Manchester City,32-169,1992,13,12,"1,100",12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Stephy Mavididi,330,engENG,FW,Leicester City,26-328,1998,30,16,"1,615",17.9,4,1,5,4,0,0,2,0,1.8,1.8,2.6,4.4,91,57,138,0.22,0.06,0.28,0.22,0.28,0.10,0.15,0.25,0.10,0.25,Matches
Sven Botman,63,nlNED,DF,Newcastle Utd,25-102,2000,3,3,224,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Sávio,451,brBRA,"FW,MF",Manchester City,21-014,2004,27,21,"1,734",19.3,1,8,9,1,0,0,3,0,4.9,4.9,6.8,11.6,133,66,239,0.05,0.42,0.47,0.05,0.47,0.25,0.35,0.60,0.25,0.60,Matches
Séamus Coleman,104,ieIRL,DF,Everton,36-195,1988,3,2,197,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,8,2,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
Taiwo Awoniyi,38,ngNGA,FW,Nott'ham Forest,27-255,1997,24,3,378,4.2,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,19,0.24,0.00,0.24,0.24,0.24,0.50,0.03,0.53,0.50,0.53,Matches
Takehiro Tomiyasu,508,jpJPN,DF,Arsenal,26-170,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37,Matches
Tariq Lamptey,293,ghGHA,DF,Brighton,24-206,2000,13,9,765,8.5,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,25,12,40,0.24,0.24,0.47,0.24,0.47,0.05,0.09,0.14,0.05,0.14,Matches
Taylor Harwood-Bellis,226,engENG,DF,Southampton,23-084,2002,30,28,"2,474",27.5,1,0,1,1,0,0,8,0,1.7,1.7,1.0,2.7,28,112,8,0.04,0.00,0.04,0.04,0.04,0.06,0.04,0.10,0.06,0.10,Matches
Thiago,501,brBRA,FW,Brentford,23-302,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.11,0.07,0.11,Matches
Thomas Partey,403,ghGHA,"MF,DF",Arsenal,31-315,1993,31,27,"2,437",27.1,4,2,6,4,0,0,4,0,2.0,2.0,1.9,4.0,31,165,45,0.15,0.07,0.22,0.15,0.22,0.07,0.07,0.15,0.07,0.15,Matches
Tim Iroegbunam,246,engENG,MF,Everton,21-298,2003,16,5,566,6.3,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,14,9,0.00,0.16,0.16,0.00,0.16,0.04,0.03,0.07,0.04,0.07,Matches
Timo Werner,545,deGER,"FW,MF",Tottenham,29-049,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.00,0.52,0.52,0.00,0.52,0.17,0.44,0.61,0.17,0.61,Matches
Timothy Castagne,90,beBEL,DF,Fulham,29-140,1995,23,17,"1,625",18.1,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,61,67,0.00,0.06,0.06,0.00,0.06,0.02,0.07,0.09,0.02,0.09,Matches
Toby Collyer,106,engENG,MF,Manchester Utd,21-111,2004,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches
Tom Cairney,80,sctSCO,MF,Fulham,34-094,1991,21,2,489,5.4,1,0,1,1,0,0,3,1,0.2,0.2,0.8,1.0,13,47,29,0.18,0.00,0.18,0.18,0.18,0.04,0.14,0.18,0.04,0.18,Matches
Tommy Doyle,148,engENG,MF,Wolves,23-189,2001,24,3,488,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0.00,0.18,0.18,0.00,0.18,0.10,0.09,0.20,0.10,0.20,Matches
Tomáš Souček,478,czCZE,MF,West Ham,30-056,1995,30,25,"2,161",24.0,7,1,8,7,0,0,8,0,5.3,5.3,1.0,6.3,6,66,58,0.29,0.04,0.33,0.29,0.33,0.22,0.04,0.26,0.22,0.26,Matches
Tosin Adarabioyo,4,engENG,DF,Chelsea,27-212,1997,20,13,"1,229",13.7,1,1,2,1,0,0,3,0,0.9,0.9,0.2,1.1,5,37,1,0.07,0.07,0.15,0.07,0.15,0.07,0.02,0.08,0.07,0.08,Matches
Toti Gomes,202,ptPOR,DF,Wolves,26-098,1999,26,25,"2,164",24.0,0,1,1,0,0,0,5,0,0.7,0.7,0.9,1.6,21,64,12,0.00,0.04,0.04,0.00,0.04,0.03,0.04,0.07,0.03,0.07,Matches
Trent Alexander-Arnold,15,engENG,DF,Liverpool,26-199,1998,29,26,"2,165",24.1,3,6,9,3,0,0,5,0,1.6,1.6,6.7,8.3,48,204,87,0.12,0.25,0.37,0.12,0.37,0.07,0.28,0.34,0.07,0.34,Matches
Trevoh Chalobah,91,engENG,DF,Crystal Palace,25-293,1999,12,12,"1,060",11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.00,0.25,0.25,0.25,0.10,0.03,0.14,0.10,0.14,Matches
Tyler Adams,3,usUSA,MF,Bournemouth,26-069,1999,23,16,"1,530",17.0,0,3,3,0,0,0,6,0,1.6,1.6,0.8,2.4,12,61,7,0.00,0.18,0.18,0.00,0.18,0.09,0.05,0.14,0.09,0.14,Matches
Tyler Dibling,133,engENG,"FW,MF",Southampton,19-043,2006,29,18,"1,684",18.7,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,67,59,90,0.11,0.00,0.11,0.11,0.11,0.14,0.08,0.22,0.14,0.22,Matches
Tyler Fredricson,188,engENG,DF,Manchester Utd,20-060,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Tyrell Malacia,319,nlNED,DF,Manchester Utd,25-250,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
Tyrick Mitchell,349,engENG,DF,Crystal Palace,25-235,1999,34,34,"2,852",31.7,0,4,4,0,0,0,2,0,1.2,1.2,5.6,6.8,56,62,160,0.00,0.13,0.13,0.00,0.13,0.04,0.18,0.22,0.04,0.22,Matches
Tyrique George,195,engENG,FW,Chelsea,19-079,2006,6,0,102,1.1,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,2,17,0.88,0.88,1.76,0.88,1.76,0.18,0.63,0.81,0.18,0.81,Matches
Tyrone Mings,347,engENG,DF,Aston Villa,32-042,1993,13,11,"1,051",11.7,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,6,39,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
Valentino Livramento,306,engENG,DF,Newcastle Utd,22-163,2002,32,27,"2,390",26.6,0,1,1,0,0,0,1,0,0.2,0.2,2.3,2.6,68,129,85,0.00,0.04,0.04,0.00,0.04,0.01,0.09,0.10,0.01,0.10,Matches
Victor Bernth Kristiansen,56,dkDEN,DF,Leicester City,22-129,2002,28,28,"2,380",26.4,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,39,69,75,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,Matches
Victor Lindelöf,304,seSWE,DF,Manchester Utd,30-281,1994,11,4,445,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
Virgil van Dijk,524,nlNED,DF,Liverpool,33-290,1991,33,33,"2,970",33.0,2,1,3,2,0,0,3,0,1.9,1.9,0.7,2.6,18,172,6,0.06,0.03,0.09,0.06,0.09,0.06,0.02,0.08,0.06,0.08,Matches
Vitaliy Mykolenko,367,uaUKR,DF,Everton,25-330,1999,30,30,"2,632",29.2,0,1,1,0,0,0,2,0,0.4,0.4,1.5,1.9,29,99,75,0.00,0.03,0.03,0.00,0.03,0.01,0.05,0.07,0.01,0.07,Matches
Vitaly Janelt,252,deGER,MF,Brentford,26-349,1998,32,27,"2,254",25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,Matches
Vitezslav Jaros,253,czCZE,GK,Liverpool,23-275,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Vitor Reis,427,brBRA,DF,Manchester City,19-102,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Vladimír Coufal,110,czCZE,DF,West Ham,32-245,1992,17,9,860,9.6,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,14,32,24,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,Matches
Wataru Endo,164,jpJPN,MF,Liverpool,32-074,1993,16,0,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Welington,544,brBRA,"DF,MF",Southampton,24-064,2001,7,3,215,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,6,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Wes Burns,77,wlsWAL,"FW,DF",Ipswich Town,30-152,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.00,0.10,0.10,0.00,0.10,0.05,0.16,0.21,0.05,0.21,Matches
Wesley Fofana,183,frFRA,DF,Chelsea,24-128,2000,14,14,"1,172",13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.06,Matches
Wilfred Ndidi,369,ngNGA,MF,Leicester City,28-129,1996,24,24,"1,967",21.9,0,4,4,0,0,0,7,0,1.8,1.8,1.8,3.6,14,59,72,0.00,0.18,0.18,0.00,0.18,0.08,0.08,0.17,0.08,0.17,Matches
