Player,Rk,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_2,Att_2,Cmp%_2,Cmp_3,Att_3,Cmp%_3,Cmp_4,Att_4,Cmp%_4,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Vitezslav Jaros,253,czCZE,GK,Liverpool,23-275,2001,0.1,6,8,75.0,302,273,0,0,N/a,1,1,100.0,5,7,71.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Vitor Reis,427,brBRA,DF,Manchester City,19-102,2006,0.0,2,2,100.0,50,10,0,0,N/a,2,2,100.0,0,0,N/a,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Vladimír Coufal,110,czCZE,DF,West Ham,32-245,1992,9.6,362,465,77.8,5894,2220,186,208,89.4,144,180,80.0,25,60,41.7,0,0.6,0.9,-0.6,6,35,12,7,32,Matches
Wataru Endo,164,jpJPN,MF,Liverpool,32-074,1993,1.7,81,87,93.1,1277,301,41,44,93.2,32,33,97.0,5,5,100.0,0,0.0,0.0,0.0,1,9,1,0,9,Matches
Welington,544,brBRA,"DF,MF",Southampton,24-064,2001,2.4,69,89,77.5,1098,318,29,35,82.9,32,41,78.0,3,4,75.0,0,0.0,0.1,0.0,2,5,5,4,6,Matches
Wes Burns,77,wlsWAL,"FW,DF",Ipswich Town,30-152,1994,10.3,153,253,60.5,2416,597,82,102,80.4,51,78,65.4,14,36,38.9,1,1.6,1.2,-0.6,10,8,8,7,8,Matches
Wesley Fofana,183,frFRA,DF,Chelsea,24-128,2000,13.0,724,803,90.2,12262,3415,306,326,93.9,385,416,92.5,26,42,61.9,0,0.4,0.2,-0.4,6,54,1,0,32,Matches
Wilfred Ndidi,369,ngNGA,MF,Leicester City,28-129,1996,21.9,675,854,79.0,9544,2440,376,436,86.2,220,273,80.6,31,61,50.8,4,1.8,1.4,+2.2,14,55,9,2,59,Matches
Will Alves,19,engENG,FW,Leicester City,20-080,2005,0.0,1,1,100.0,12,0,1,1,100.0,0,0,N/a,0,0,N/a,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Will Hughes,240,engENG,MF,Crystal Palace,30-007,1995,20.8,658,865,76.1,10532,3689,333,376,88.6,259,313,82.7,44,120,36.7,3,2.7,2.3,+0.3,29,69,14,3,82,Matches
Will Lankshear,294,engENG,"FW,MF",Tottenham,20-004,2005,0.1,0,1,0.0,0,0,0,1,0.0,0,0,N/a,0,0,N/a,0,0.0,0.0,0.0,0,0,0,0,0,Matches
William Osula,396,dkDEN,FW,Newcastle Utd,21-263,2003,1.0,4,10,40.0,54,24,2,7,28.6,1,2,50.0,0,0,N/a,0,0.1,0.0,-0.1,1,0,1,0,1,Matches
William Saliba,444,frFRA,DF,Arsenal,24-031,2001,31.3,2273,2412,94.2,39201,11810,953,996,95.7,1192,1241,96.1,119,148,80.4,0,0.9,1.3,-0.9,7,175,6,0,134,Matches
William Smallbone,471,ieIRL,MF,Southampton,25-062,2000,6.8,242,313,77.3,3918,1086,116,133,87.2,102,120,85.0,16,45,35.6,0,0.6,0.8,-0.6,9,10,3,2,23,Matches
Willian,550,brBRA,"MF,FW",Fulham,36-258,1988,1.8,110,130,84.6,1895,503,56,60,93.3,47,53,88.7,7,12,58.3,0,0.2,0.3,-0.2,2,11,6,1,27,Matches
Willy Boly,62,ciCIV,DF,Nott'ham Forest,34-080,1991,1.7,55,70,78.6,1010,477,20,22,90.9,30,32,93.8,4,15,26.7,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Wilson Odobert,386,frFRA,FW,Tottenham,20-147,2004,5.7,158,202,78.2,2097,409,111,120,92.5,37,52,71.2,5,9,55.6,0,0.9,0.7,-0.9,5,6,10,3,19,Matches
Wout Faes,173,beBEL,DF,Leicester City,27-021,1998,26.3,1115,1285,86.8,20623,7094,430,461,93.3,591,625,94.6,91,177,51.4,0,0.1,0.4,-0.1,4,73,6,0,72,Matches
Woyo Coulibaly,111,frFRA,DF,Leicester City,25-339,1999,1.2,48,57,84.2,797,314,28,34,82.4,16,19,84.2,4,4,100.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
Yankuba Minteh,348,gmGAM,"FW,MF",Brighton,20-276,2004,16.3,277,446,62.1,4444,1520,160,206,77.7,84,133,63.2,26,58,44.8,4,4.7,4.6,-0.7,25,12,26,6,35,Matches
Yasin Ayari,39,seSWE,MF,Brighton,21-200,2003,18.3,662,816,81.1,9971,2737,387,421,91.9,227,269,84.4,32,84,38.1,1,2.1,2.3,-1.1,26,45,17,4,65,Matches
Yehor Yarmoliuk,560,uaUKR,MF,Brentford,21-054,2004,11.5,471,547,86.1,8216,1903,233,267,87.3,175,197,88.8,50,59,84.7,0,0.3,0.5,-0.3,6,56,6,3,45,Matches
Yerson Mosquera,357,coCOL,DF,Wolves,23-357,2001,4.9,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0,0.1,0.0,-0.1,2,16,1,1,7,Matches
Yoane Wissa,556,cdCOD,FW,Brentford,28-233,1996,27.4,394,511,77.1,5724,1374,242,280,86.4,113,150,75.3,25,41,61.0,3,1.8,1.5,+1.2,23,40,9,1,56,Matches
Youri Tielemans,503,beBEL,MF,Aston Villa,27-352,1997,32.4,1639,1988,82.4,28103,9982,763,847,90.1,714,815,87.6,134,249,53.8,7,6.9,5.6,+0.1,59,221,35,4,226,Matches
Youssef Chermiti,94,ptPOR,"FW,MF",Everton,20-335,2004,0.2,2,5,40.0,44,9,1,3,33.3,0,0,N/a,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Yukinari Sugawara,489,jpJPN,"DF,MF",Southampton,24-300,2000,16.3,689,862,79.9,10831,3323,366,415,88.2,272,328,82.9,35,73,47.9,1,2.2,2.5,-1.2,17,43,21,9,68,Matches
Yunus Emre Konak,161,trTUR,"FW,MF",Brentford,19-104,2006,0.4,22,30,73.3,379,78,12,15,80.0,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Yves Bissouma,59,mlMLI,MF,Tottenham,28-237,1996,13.4,693,775,89.4,10536,2727,378,407,92.9,255,273,93.4,36,57,63.2,0,0.3,0.6,-0.3,6,57,10,1,71,Matches
Zain Silcott-Duberry,464,msMSR,FW,Bournemouth,19-289,2005,0.0,1,2,50.0,25,0,0,0,N/a,1,1,100.0,0,0,N/a,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Álex Moreno,355,esESP,"DF,MF",Nott'ham Forest,31-320,1993,10.6,308,428,72.0,4574,1911,184,210,87.6,95,148,64.2,14,40,35.0,1,1.3,1.1,-0.3,8,25,9,2,34,Matches
İlkay Gündoğan,218,deGER,MF,Manchester City,34-182,1990,21.9,1374,1539,89.3,21191,3984,784,832,94.2,476,517,92.1,86,138,62.3,5,2.7,3.7,+2.3,36,93,21,2,113,Matches
Łukasz Fabiański,172,plPOL,GK,West Ham,40-006,1985,11.9,304,454,67.0,8756,6129,53,53,100.0,147,148,99.3,104,252,41.3,0,0.0,0.0,0.0,0,4,0,0,0,Matches
